x,y
0.17633430909709644,0.9843554433643412
0.16135371318992864,0.986921899348195
0.14640913666451807,0.9892495242853956
0.13150568275807425,0.9913409515362095
0.11664832308592386,0.9931989395917302
0.10184189473300959,0.994826365532285
0.08709109768237142,0.9962262184624389
0.07240049257536435,0.9974015929403779
0.05777449879743019,0.9983556824187569
0.043217392882393166,0.999091772713345
0.02873330722747185,0.9996132355150263
0.014326229110469579,0.9999235219598928
-0.0,1.0000261562713422
-0.0,1.0000261562713422
-0.014326229110469579,0.9999235219598928
-0.02873330722747185,0.9996132355150263
-0.043217392882393166,0.999091772713345
-0.05777449879743019,0.9983556824187569
-0.07240049257536435,0.9974015929403779
-0.08709109768237142,0.9962262184624389
-0.10184189473300959,0.994826365532285
-0.11664832308592386,0.9931989395917302
-0.13150568275807425,0.9913409515362095
-0.14640913666451807,0.9892495242853956
-0.16135371318992864,0.986921899348195
-0.17633430909709644,0.9843554433643412
-0.19134569277668573,0.9815476546041441
-0.2063825078414401,0.9784961694073614
-0.22143927706694086,0.9751987685416098
-0.23651040667981427,0.9716533834602764
-0.2515901909930666,0.967858102439483
-0.26667281738694315,0.9638111765733473
-0.2817523716323548,0.9595110256065491
-0.29682284355257715,0.9549562435830703
-0.31187813301750067,0.9501456042899249
-0.3269120562632789,0.9450780664747656
-0.3419183525287951,0.9397527788163894
-0.35689069099887955,0.9341690846274419
-0.37182267804276853,0.9283265262689938
-0.38670786473482577,0.9222248492571397
-0.40153975464311736,0.9158640060423732
-0.4163118118699997,0.9092441594432024
-0.43101746932751717,0.9023656857162897
-0.4456501372290503,0.8952291772463343
-0.46020321177738005,0.887835444839963
-0.4746700840281062,0.8801855196090403
-0.4890441489062133,0.8722806544300599
-0.5033188143525085,0.8641223249676326
-0.5174875105756722,0.8557122302515191
-0.5315436993847957,0.8470522927981842
-0.5454808835764903,0.8381446582694556
-0.5592926163500188,0.8289916946625299
-0.5729725107233389,0.8195959910273104
-0.586514248922549,0.8099603557088401
-0.599911591716954,0.8000878141144082
-0.6131583876718041,0.7899816060067729
-0.6262485822907743,0.7796451823268046
-0.639176227020377,0.7690822015507252
-0.6519354880887799,0.7582965255890075
-0.6645206551519071,0.7472922152358398
-0.6769261497202855,0.7360735251798908
-0.6891465333407696,0.7246448985888967
-0.7011765155081136,0.7130109612823371
-0.7130109612823374,0.7011765155081134
-0.7246448985888967,0.6891465333407696
-0.7360735251798909,0.6769261497202853
-0.7472922152358398,0.6645206551519071
-0.7582965255890073,0.65193548808878
-0.7690822015507252,0.639176227020377
-0.7796451823268046,0.6262485822907743
-0.7899816060067731,0.6131583876718039
-0.8000878141144082,0.599911591716954
-0.8099603557088406,0.5865142489225488
-0.8195959910273104,0.5729725107233389
-0.82899169466253,0.5592926163500187
-0.8381446582694558,0.54548088357649
-0.8470522927981842,0.5315436993847957
-0.8557122302515191,0.5174875105756722
-0.8641223249676326,0.5033188143525085
-0.8722806544300598,0.48904414890621345
-0.8801855196090401,0.4746700840281063
-0.887835444839963,0.46020321177738005
-0.8952291772463343,0.4456501372290504
-0.9023656857162897,0.43101746932751717
-0.9092441594432024,0.4163118118699997
-0.9158640060423732,0.40153975464311736
-0.9222248492571397,0.38670786473482577
-0.928326526268994,0.3718226780427679
-0.9341690846274419,0.35689069099887955
-0.9397527788163894,0.34191835252879493
-0.9450780664747656,0.3269120562632789
-0.9501456042899249,0.31187813301750067
-0.9549562435830703,0.29682284355257715
-0.9595110256065491,0.2817523716323548
-0.9638111765733473,0.26667281738694315
-0.967858102439483,0.2515901909930666
-0.9716533834602764,0.23651040667981427
-0.9751987685416098,0.22143927706694086
-0.9784961694073614,0.2063825078414401
-0.9815476546041441,0.19134569277668573
-0.9843554433643412,0.17633430909709644
-0.986921899348195,0.16135371318992864
-0.9892495242853956,0.14640913666451807
-0.9913409515362095,0.13150568275807425
-0.9931989395917302,0.11664832308592386
-0.994826365532285,0.10184189473300959
-0.9962262184624389,0.08709109768237142
-0.9974015929403779,0.07240049257536435
-0.9983556824187569,0.05777449879743019
-0.999091772713345,0.043217392882393166
-0.9996132355150263,0.02873330722747185
-0.9999235219598928,0.014326229110469579
-1.0000261562713422,-0.0
-1.0000261562713422,-0.0
-0.9999235219598928,-0.014326229110469579
-0.9996132355150263,-0.02873330722747185
-0.999091772713345,-0.043217392882393166
-0.9983556824187569,-0.05777449879743019
-0.9974015929403779,-0.07240049257536435
-0.9962262184624389,-0.08709109768237142
-0.994826365532285,-0.10184189473300959
-0.9931989395917302,-0.11664832308592386
-0.9913409515362095,-0.13150568275807425
-0.9892495242853956,-0.14640913666451807
-0.986921899348195,-0.16135371318992864
-0.9843554433643412,-0.17633430909709644
-0.9815476546041441,-0.19134569277668573
-0.9784961694073614,-0.2063825078414401
-0.9751987685416098,-0.22143927706694086
-0.9716533834602764,-0.23651040667981427
-0.967858102439483,-0.2515901909930666
-0.9638111765733473,-0.26667281738694315
-0.9595110256065491,-0.2817523716323548
-0.9549562435830703,-0.29682284355257715
-0.9501456042899249,-0.31187813301750067
-0.9450780664747656,-0.3269120562632789
-0.9397527788163894,-0.3419183525287951
-0.9341690846274419,-0.35689069099887955
-0.9283265262689938,-0.37182267804276853
-0.9222248492571397,-0.38670786473482577
-0.9158640060423732,-0.40153975464311736
-0.9092441594432024,-0.4163118118699997
-0.9023656857162897,-0.43101746932751717
-0.8952291772463343,-0.4456501372290503
-0.887835444839963,-0.46020321177738005
-0.8801855196090403,-0.4746700840281062
-0.8722806544300599,-0.4890441489062133
-0.8641223249676326,-0.5033188143525085
-0.8557122302515191,-0.5174875105756722
-0.8470522927981842,-0.5315436993847957
-0.8381446582694556,-0.5454808835764903
-0.8289916946625299,-0.5592926163500188
-0.8195959910273104,-0.5729725107233389
-0.8099603557088401,-0.586514248922549
-0.8000878141144082,-0.599911591716954
-0.7899816060067729,-0.6131583876718041
-0.7796451823268046,-0.6262485822907743
-0.7690822015507252,-0.639176227020377
-0.7582965255890075,-0.6519354880887799
-0.7472922152358398,-0.6645206551519071
-0.7360735251798908,-0.6769261497202855
-0.7246448985888967,-0.6891465333407696
-0.7130109612823371,-0.7011765155081136
-0.7011765155081134,-0.7130109612823374
-0.6891465333407696,-0.7246448985888967
-0.6769261497202853,-0.7360735251798909
-0.6645206551519071,-0.7472922152358398
-0.65193548808878,-0.7582965255890073
-0.639176227020377,-0.7690822015507252
-0.6262485822907743,-0.7796451823268046
-0.6131583876718039,-0.7899816060067731
-0.599911591716954,-0.8000878141144082
-0.5865142489225488,-0.8099603557088406
-0.5729725107233389,-0.8195959910273104
-0.5592926163500187,-0.82899169466253
-0.54548088357649,-0.8381446582694558
-0.5315436993847957,-0.8470522927981842
-0.5174875105756722,-0.8557122302515191
-0.5033188143525085,-0.8641223249676326
-0.48904414890621345,-0.8722806544300598
-0.4746700840281063,-0.8801855196090401
-0.46020321177738005,-0.887835444839963
-0.4456501372290504,-0.8952291772463343
-0.43101746932751717,-0.9023656857162897
-0.4163118118699997,-0.9092441594432024
-0.40153975464311736,-0.9158640060423732
-0.38670786473482577,-0.9222248492571397
-0.3718226780427679,-0.928326526268994
-0.35689069099887955,-0.9341690846274419
-0.34191835252879493,-0.9397527788163894
-0.3269120562632789,-0.9450780664747656
-0.31187813301750067,-0.9501456042899249
-0.29682284355257715,-0.9549562435830703
-0.2817523716323548,-0.9595110256065491
-0.26667281738694315,-0.9638111765733473
-0.2515901909930666,-0.967858102439483
-0.23651040667981427,-0.9716533834602764
-0.22143927706694086,-0.9751987685416098
-0.2063825078414401,-0.9784961694073614
-0.19134569277668573,-0.9815476546041441
-0.17633430909709644,-0.9843554433643412
-0.16135371318992864,-0.986921899348195
-0.14640913666451807,-0.9892495242853956
-0.13150568275807425,-0.9913409515362095
-0.11664832308592386,-0.9931989395917302
-0.10184189473300959,-0.994826365532285
-0.08709109768237142,-0.9962262184624389
-0.07240049257536435,-0.9974015929403779
-0.05777449879743019,-0.9983556824187569
-0.043217392882393166,-0.999091772713345
-0.02873330722747185,-0.9996132355150263
-0.014326229110469579,-0.9999235219598928
-0.0,-1.0000261562713422
-0.0,-1.0000261562713422
0.014326229110469579,-0.9999235219598928
0.02873330722747185,-0.9996132355150263
0.043217392882393166,-0.999091772713345
0.05777449879743019,-0.9983556824187569
0.07240049257536435,-0.9974015929403779
0.08709109768237142,-0.9962262184624389
0.10184189473300959,-0.994826365532285
0.11664832308592386,-0.9931989395917302
0.13150568275807425,-0.9913409515362095
0.14640913666451807,-0.9892495242853956
0.16135371318992864,-0.986921899348195
0.17633430909709644,-0.9843554433643412
0.19134569277668573,-0.9815476546041441
0.2063825078414401,-0.9784961694073614
0.22143927706694086,-0.9751987685416098
0.23651040667981427,-0.9716533834602764
0.2515901909930666,-0.967858102439483
0.26667281738694315,-0.9638111765733473
0.2817523716323548,-0.9595110256065491
0.29682284355257715,-0.9549562435830703
0.31187813301750067,-0.9501456042899249
0.3269120562632789,-0.9450780664747656
0.3419183525287951,-0.9397527788163894
0.35689069099887955,-0.9341690846274419
0.37182267804276853,-0.9283265262689938
0.38670786473482577,-0.9222248492571397
0.40153975464311736,-0.9158640060423732
0.4163118118699997,-0.9092441594432024
0.43101746932751717,-0.9023656857162897
0.4456501372290503,-0.8952291772463343
0.46020321177738005,-0.887835444839963
0.4746700840281062,-0.8801855196090403
0.4890441489062133,-0.8722806544300599
0.5033188143525085,-0.8641223249676326
0.5174875105756722,-0.8557122302515191
0.5315436993847957,-0.8470522927981842
0.5454808835764903,-0.8381446582694556
0.5592926163500188,-0.8289916946625299
0.5729725107233389,-0.8195959910273104
0.586514248922549,-0.8099603557088401
0.599911591716954,-0.8000878141144082
0.6131583876718041,-0.7899816060067729
0.6262485822907743,-0.7796451823268046
0.639176227020377,-0.7690822015507252
0.6519354880887799,-0.7582965255890075
0.6645206551519071,-0.7472922152358398
0.6769261497202855,-0.7360735251798908
0.6891465333407696,-0.7246448985888967
0.7011765155081136,-0.7130109612823371
0.7130109612823374,-0.7011765155081134
0.7246448985888967,-0.6891465333407696
0.7360735251798909,-0.6769261497202853
0.7472922152358398,-0.6645206551519071
0.7582965255890073,-0.65193548808878
0.7690822015507252,-0.639176227020377
0.7796451823268046,-0.6262485822907743
0.7899816060067731,-0.6131583876718039
0.8000878141144082,-0.599911591716954
0.8099603557088406,-0.5865142489225488
0.8195959910273104,-0.5729725107233389
0.82899169466253,-0.5592926163500187
0.8381446582694558,-0.54548088357649
0.8470522927981842,-0.5315436993847957
0.8557122302515191,-0.5174875105756722
0.8641223249676326,-0.5033188143525085
0.8722806544300598,-0.48904414890621345
0.8801855196090401,-0.4746700840281063
0.887835444839963,-0.46020321177738005
0.8952291772463343,-0.4456501372290504
0.9023656857162897,-0.43101746932751717
0.9092441594432024,-0.4163118118699997
0.9158640060423732,-0.40153975464311736
0.9222248492571397,-0.38670786473482577
0.928326526268994,-0.3718226780427679
0.9341690846274419,-0.35689069099887955
0.9397527788163894,-0.34191835252879493
0.9450780664747656,-0.3269120562632789
0.9501456042899249,-0.31187813301750067
0.9549562435830703,-0.29682284355257715
0.9595110256065491,-0.2817523716323548
0.9638111765733473,-0.26667281738694315
0.967858102439483,-0.2515901909930666
0.9716533834602764,-0.23651040667981427
0.9751987685416098,-0.22143927706694086
0.9784961694073614,-0.2063825078414401
0.9815476546041441,-0.19134569277668573
0.9843554433643412,-0.17633430909709644
0.986921899348195,-0.16135371318992864
0.9892495242853956,-0.14640913666451807
0.9913409515362095,-0.13150568275807425
0.9931989395917302,-0.11664832308592386
0.994826365532285,-0.10184189473300959
0.9962262184624389,-0.08709109768237142
0.9974015929403779,-0.07240049257536435
0.9983556824187569,-0.05777449879743019
0.999091772713345,-0.043217392882393166
0.9996132355150263,-0.02873330722747185
0.9999235219598928,-0.014326229110469579
1.0000261562713422,-0.0
